Type,League,Class,Name,March,April,May,June,July,August,S13 August,S13 September,S13 October,End of Season,Post Season 13
Skill,HC,Druid,Flame Dash,134,135,144,156,155,155,154,158,158,158,158
Skill,HC,Druid,Arctic Blast,99,103,131,131,137,130,130,169,151,151,151
Skill,HC,Druid,Fissure,103,103,140,141,140,140,140,140,141,141,140
Skill,HC,Druid,Cyclone Armor,79,88,107,127,126,126,126,173,159,159,159
Skill,HC,Druid,Twister,120,121,138,159,159,159,159,172,174,174,174
Skill,HC,Druid,Volcano,68,72,73,74,61,61,61,86,89,89,88
Skill,HC,Druid,Tornado,67,81,69,89,89,89,89,91,92,92,92
Skill,HC,Druid,Armageddon,128,128,140,134,135,135,135,155,161,161,155
Skill,HC,Druid,Hurricane,141,151,141,161,161,161,161,182,181,181,181
Skill,HC,Druid,Werewolf,65,66,70,63,67,67,70,98,101,101,100
Skill,HC,Druid,Lycanthropy,527,539,579,543,563,565,590,622,643,643,642
Skill,HC,Druid,Werebear,235,235,272,266,269,269,290,297,297,297,296
Skill,HC,Druid,Feral Rage,36,36,37,38,40,40,42,51,56,56,60
Skill,HC,Druid,Maul,313,313,339,354,363,371,386,388,388,388,387
Skill,HC,Druid,Rabies,323,326,326,306,319,319,325,381,401,401,401
Skill,HC,Druid,Fire Claws,36,36,36,36,36,36,36,37,51,51,37
Skill,HC,Druid,Hunger,0,0,0,0,,0,1,1,1,1,1
Skill,HC,Druid,Shock Wave,261,261,287,281,282,282,323,303,303,303,303
Skill,HC,Druid,Fury,3,4,4,4,4,4,4,5,5,5,5
Skill,HC,Druid,Raven,233,271,356,357,356,356,375,409,390,390,389
Skill,HC,Druid,Poison Creeper,476,489,507,521,521,523,516,520,528,528,527
Skill,HC,Druid,Heart of Wolverine,338,320,340,364,379,379,389,412,443,443,442
Skill,HC,Druid,Summon Spirit Wolf,513,510,562,592,652,652,654,638,654,654,654
Skill,HC,Druid,Carrion Vine,25,24,26,30,31,31,32,40,41,41,40
Skill,HC,Druid,Oak Sage,559,557,576,581,584,584,600,631,668,668,667
Skill,HC,Druid,Summon Dire Wolf,770,763,795,803,851,851,861,895,963,963,961
Skill,HC,Druid,Solar Creeper,11,11,13,15,14,14,14,16,16,16,16
Skill,HC,Druid,Spirit of Barbs,38,38,39,56,57,57,57,57,59,59,59
Skill,HC,Druid,Summon Grizzly,507,488,512,548,587,587,588,608,648,648,647
Skill,HC,Necromancer,Summon Mastery,922,916,900,976,950,961,961,966,961,961,961
Skill,HC,Necromancer,Raise Skeleton Warrior,722,681,654,702,701,703,703,699,691,691,691
Skill,HC,Necromancer,Bone Offering,63,63,69,70,51,51,51,51,51,51,51
Skill,HC,Necromancer,Clay Golem,137,128,128,129,127,127,125,124,122,122,122
Skill,HC,Necromancer,Flesh Offering,60,60,60,60,59,58,58,59,59,59,59
Skill,HC,Necromancer,Raise Skeletal Mage,552,577,547,570,567,567,568,586,583,583,583
Skill,HC,Necromancer,Blood Golem,133,134,136,138,141,141,140,141,140,140,140
Skill,HC,Necromancer,Convocation,479,485,487,507,523,525,524,527,537,537,538
Skill,HC,Necromancer,Iron Golem,40,45,45,57,63,64,63,64,64,64,65
Skill,HC,Necromancer,Fire Golem,479,462,462,463,474,494,494,500,501,501,501
Skill,HC,Necromancer,Revive,193,194,197,201,202,203,206,204,206,206,206
Skill,HC,Necromancer,Deadly Poison,200,226,246,247,247,247,247,247,227,227,220
Skill,HC,Necromancer,Teeth,466,392,425,381,381,381,360,376,376,376,379
Skill,HC,Necromancer,Bone Armor,160,165,188,188,189,189,188,178,175,175,175
Skill,HC,Necromancer,Corpse Explosion,417,415,400,431,470,470,469,470,470,470,471
Skill,HC,Necromancer,Desecrate,239,266,284,298,305,305,305,305,295,295,294
Skill,HC,Necromancer,Bone Spear,371,370,403,386,397,397,377,401,401,401,420
Skill,HC,Necromancer,Bone Wall,116,116,118,118,118,118,117,120,120,120,120
Skill,HC,Necromancer,Bone Spirit,294,299,320,318,337,337,318,339,339,339,341
Skill,HC,Necromancer,Poison Nova,125,146,147,147,147,147,147,147,147,147,139
Skill,HC,Necromancer,Amplify Damage,44,40,38,35,35,36,35,37,38,38,38
Skill,HC,Necromancer,Dim Vision,163,181,182,182,194,201,201,199,207,207,207
Skill,HC,Necromancer,Hemorrhage,1505,1546,1601,1562,1567,1567,1547,1521,1481,1481,1481
Skill,HC,Necromancer,Weaken,1072,1150,1218,1221,1235,1235,1235,1264,1239,1239,1243
Skill,HC,Necromancer,Iron Maiden,1118,1185,1259,1276,1295,1295,1306,1317,1293,1293,1294
Skill,HC,Necromancer,Terror,3,2,1,1,1,1,1,1,1,1,1
Skill,HC,Necromancer,Confuse,2,2,2,2,2,2,2,2,2,2,2
Skill,HC,Necromancer,Life Tap,1036,1099,1193,1211,1244,1248,1253,1263,1243,1243,1243
Skill,HC,Necromancer,Attract,2,2,2,2,2,2,2,2,2,2,2
Skill,HC,Necromancer,Decrepify,131,122,128,132,132,132,131,126,126,126,127
Skill,HC,Necromancer,Lower Resist,93,105,108,108,108,108,108,110,109,109,108
Skill,HC,Paladin,Prayer,124,133,139,139,140,137,138,146,145,145,148
Skill,HC,Paladin,Resist Fire,97,109,105,99,100,104,100,106,104,104,104
Skill,HC,Paladin,Defiance,103,189,196,196,210,195,193,191,191,191,194
Skill,HC,Paladin,Resist Cold,4,6,25,46,47,46,45,51,51,51,51
Skill,HC,Paladin,Cleansing,208,233,240,242,243,222,248,251,231,231,234
Skill,HC,Paladin,Resist Lightning,132,112,89,94,94,88,108,112,114,114,107
Skill,HC,Paladin,Vigor,407,435,477,499,500,499,479,480,481,481,503
Skill,HC,Paladin,Meditation,2,3,3,3,3,3,3,4,4,4,4
Skill,HC,Paladin,Redemption,69,96,100,100,101,100,100,101,101,101,103
Skill,HC,Paladin,Salvation,271,244,246,228,229,230,245,265,267,267,236
Skill,HC,Paladin,Might,187,188,184,177,178,174,172,187,185,185,184
Skill,HC,Paladin,Holy Fire,243,296,291,301,303,314,298,319,329,329,290
Skill,HC,Paladin,Precision,59,61,65,69,71,69,70,72,66,66,66
Skill,HC,Paladin,Blessed Aim,322,349,384,421,422,422,404,403,403,403,415
Skill,HC,Paladin,Concentration,280,331,360,394,395,395,377,376,376,376,396
Skill,HC,Paladin,Holy Freeze,112,105,130,146,163,161,164,176,162,162,161
Skill,HC,Paladin,Holy Shock,479,430,445,463,483,445,493,537,543,543,523
Skill,HC,Paladin,Sanctuary,645,719,748,750,770,730,779,785,772,772,784
Skill,HC,Paladin,Fanaticism,39,130,145,145,145,145,145,159,165,165,165
Skill,HC,Paladin,Conviction,140,142,133,137,138,131,147,168,172,172,162
Skill,HC,Paladin,Sacrifice,123,180,179,164,167,175,196,198,190,190,190
Skill,HC,Paladin,Smite,153,201,203,203,207,202,204,210,209,209,208
Skill,HC,Paladin,Holy Bolt,1010,1038,1163,1127,1148,1145,1136,1167,1166,1166,1188
Skill,HC,Paladin,Zeal,96,130,162,152,154,163,173,175,175,175,174
Skill,HC,Paladin,Charge,166,165,173,177,179,177,179,189,192,192,193
Skill,HC,Paladin,Vengeance,51,47,50,51,52,52,52,55,55,55,56
Skill,HC,Paladin,Blessed Hammer,460,487,539,560,562,559,543,547,546,546,566
Skill,HC,Paladin,Absolution,54,55,58,58,59,59,59,61,61,61,63
Skill,HC,Paladin,Holy Shield,583,601,638,637,650,641,651,684,683,683,681
Skill,HC,Paladin,Fist of the Heavens,766,770,845,846,866,856,866,906,906,906,929
Skill,HC,Paladin,Dashing Strike,160,178,180,180,180,163,203,203,183,183,183
Skill,HC,Sorceress,Ice Bolt,183,194,188,249,252,253,257,284,277,277,293
Skill,HC,Sorceress,Frigerate,69,68,66,69,70,70,72,72,73,73,76
Skill,HC,Sorceress,Frost Nova,171,167,137,139,160,142,125,127,129,129,130
Skill,HC,Sorceress,Ice Blast,405,382,369,377,380,379,383,374,397,397,407
Skill,HC,Sorceress,Shiver Armor,167,147,146,155,166,163,166,166,167,167,171
Skill,HC,Sorceress,Glacial Spike,296,302,303,325,327,329,325,320,343,343,346
Skill,HC,Sorceress,Blizzard,238,232,231,234,236,245,267,262,292,292,313
Skill,HC,Sorceress,Freezing Pulse,226,229,249,269,269,269,261,261,281,281,281
Skill,HC,Sorceress,Chilling Armor,4,4,4,4,4,4,5,5,6,6,6
Skill,HC,Sorceress,Frozen Orb,569,592,576,656,663,694,739,800,804,804,799
Skill,HC,Sorceress,Cold Mastery,704,725,738,836,844,869,897,934,956,956,979
Skill,HC,Sorceress,Charged Bolt,452,418,413,411,401,401,402,401,378,378,400
Skill,HC,Sorceress,Static Field,184,178,191,191,189,188,189,187,183,183,191
Skill,HC,Sorceress,Telekinesis,838,816,866,909,882,902,901,890,886,886,925
Skill,HC,Sorceress,Nova,160,180,208,203,183,183,179,178,166,166,179
Skill,HC,Sorceress,Lightning Surge,371,360,376,421,398,398,399,421,400,400,403
Skill,HC,Sorceress,Chain Lightning,308,304,305,308,305,305,306,314,305,305,308
Skill,HC,Sorceress,Teleport,406,419,492,538,493,494,497,517,494,494,508
Skill,HC,Sorceress,Discharge,103,131,161,150,130,130,130,129,117,117,129
Skill,HC,Sorceress,Thunder Storm,154,161,241,285,246,246,246,255,246,246,252
Skill,HC,Sorceress,Energy Shield,266,256,266,274,272,272,275,288,291,291,294
Skill,HC,Sorceress,Lightning Mastery,609,651,724,737,710,711,710,729,706,706,709
Skill,HC,Sorceress,Fire Bolt,268,261,264,278,296,298,277,260,262,262,267
Skill,HC,Sorceress,Warmth,619,606,667,640,619,620,631,624,632,632,651
Skill,HC,Sorceress,Inferno,35,35,76,36,37,37,37,37,37,37,39
Skill,HC,Sorceress,Immolate,36,36,37,37,38,38,38,38,38,38,40
Skill,HC,Sorceress,Fire Ball,589,604,593,607,601,603,578,561,553,553,569
Skill,HC,Sorceress,Fire Wall,39,39,59,40,41,41,41,41,41,41,43
Skill,HC,Sorceress,Enflame,106,108,107,111,110,112,112,114,116,116,118
Skill,HC,Sorceress,Meteor,198,198,217,219,239,239,239,239,245,245,269
Skill,HC,Sorceress,Hydra,1025,1075,1061,1123,1098,1137,1179,1203,1247,1247,1253
Skill,HC,Sorceress,Fire Mastery,981,1010,1002,1074,1088,1096,1115,1116,1135,1135,1142
Unique,HC,,Alma Negra,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Andariel's Visage,6,7,7,6,7,7,7,7,7,7,7
Unique,HC,,Arachnid Mesh,42,49,52,54,53,53,55,56,56,56,56
Unique,HC,,Arioc's Needle,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Arkaine's Valor,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Arm of King Leoric,3,4,4,4,4,4,4,4,4,4,4
Unique,HC,,Arreat's Face,23,26,28,29,30,30,30,30,28,28,28
Unique,HC,,Astreon's Iron Ward,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Athena's Wrath,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Atma's Scarab,7,10,9,9,9,9,9,9,9,9,9
Unique,HC,,Atma's Wail,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Axe of Fechmar,0,0,0,0,,0,0,1,0,0,0
Unique,HC,,Azurewrath,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Baezil's Vortex,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bane Ash,1,1,0,0,,0,0,1,0,0,0
Unique,HC,,Baranar's Star,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bartuc's Cut-Throat,7,7,8,8,7(+1),7(+1),7(+1),7(+1),8(+1),8(+1),7(+1)
Unique,HC,,Biggin's Bonnet,4,4,7,7,7,7,7,8,8,8,8
Unique,HC,,Bing Sz Wang,1,1,1,1,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Unique,HC,,Black Hades,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Blackbog's Sharp,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Blackhand Key,3,3,4,4,3,3,3,3,2,2,2
Unique,HC,,Blackhorn's Face,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Blackleach Blade,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Blackoak Shield,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,Blacktongue,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Blade Of Ali Baba,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bladebone,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bladebuckle,6,5,5,5,5,6,6,8,9,9,9
Unique,HC,,Blastbark,0,0,1,1,1,1,1,1,1,1,1
Unique,HC,,Blinkbat's Form,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Blood Crescent,1,3,4,3,2,2,2,2,2,2,2
Unique,HC,,Blood Raven's Charge,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,Bloodfist,28,27,32,28,29,30,31,32,34,34,30
Unique,HC,,Bloodletter,2,2,0,0,2,0,1,2,2,2,2
Unique,HC,,Bloodmoon,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bloodrise,1,1,1,1,1,1,1,2,1,1,1
Unique,HC,,Bloodthief,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bloodtree Stump,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Boneflame,4,4,4,4,4,4,4,4,4,4,4
Unique,HC,,Boneflesh,2,2,3,2,2,2,2,2,2,2,2
Unique,HC,,Bonehew,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Boneshade,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Boneslayer Blade,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bonesnap,7,7,6,5,4(+1),4(+1),4(+1),5(+1),5(+1),5(+1),5(+1)
Unique,HC,,Brainhew,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Bul-Kathos' Wedding Band,16,22,22,20,20,20,23,23,26,26,26
Unique,HC,,Buriza-Do Kyanon,5,6,6,6,6,6,6,7,7,7,7
Unique,HC,,Butcher's Pupil,0,1,1,1,1,1,1,2,5,5,4
Unique,HC,,Bverrit Keep,0,0,0,0,,0,0,1,1,1,1
Unique,HC,,Carin Shard,0,0,0,1,1,0,0,0,0,0,0
Unique,HC,,Carrion Wind,4,9,12,9,9,9,9,9,10,10,9
Unique,HC,,Cerebus' Bite,1,1,1,1,1,1,2,2,2,2,2
Unique,HC,,Chance Guards,32,33,33,36,38,38,38,37,36,36,36
Unique,HC,,Chromatic Ire,0,0,0,0,1,1,1,1,1,0,1
Unique,HC,,Cliffkiller,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Cloudcrack,1,1,1,1,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Unique,HC,,Coif of Glory,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Coldkill,1,1,1,1,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Unique,HC,,Coldsteel Eye,0,0,0,0,,0,0,0,1,1,1
Unique,HC,,Corpsemourn,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Crainte Vomir,0,0,0,0,,0,0,0,1,1,1
Unique,HC,,Cranebeak,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Crescent Moon,0,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Crow Caw,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Crown of Ages,3,3,2,2,2,2,2,2,2,2,3
Unique,HC,,Crown of Thieves,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Crushflange,5,6,7,8,8,8,8,7,7,7,7
Unique,HC,,Culwen's Point,1,0,0,0,,0,0,0,0,0,0
Unique,HC,,Dark Clan Crusher,2,2,2,2,2,2,2,2,3,3,2
Unique,HC,,Darkforce Spawn,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Darkglow,4,3,2,3,4,4,4,4,4,4,3
Unique,HC,,Darksight Helm,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Death Cleaver,1,1,1,1,2,2,2,2,2,2,2
Unique,HC,,Deathbit,0,0,0,0,0(+1),0(+1),0,0,0,0,0
Unique,HC,,Death's Fathom,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Death's Web,1,3,3,2,2,2,2,2,2,2,2
Unique,HC,,Deathspade,1,1,2,1,2,1,1,1,1,1,1
Unique,HC,,Demon Limb,7,9,6,8,8,8,8,8,7,7,7
Unique,HC,,Demon Machine,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Demonhorn's Edge,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Demon's Arch,0,0,0,0,,1,1,0,0,0,0
Unique,HC,,Dimoak's Hew,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Djinn Slayer,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Doombringer,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Doomslinger,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Dracul's Grasp,18,21,26,24,25,25,24,24,23,23,24
Unique,HC,,Dragonscale,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Duriel's Shell,9,9,10,10,9,9,11,11,11,11,11
Unique,HC,,Duskdeep,3,3,5,5,5,5,5,5,5,5,5
Unique,HC,,Dwarf Star,40,44,46,51,50,49,48,50,50,50,50
Unique,HC,,Eaglehorn,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Earth Shifter,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Earthshaker,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Endlesshail,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Eschuta's Temper,3,2,2,3,3,3,3,2,3,3,3
Unique,HC,,Ethereal Edge,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Executioner's Justice,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Felloak,2,2,3,4,3(+1),3(+1),3,3,3,3,3
Unique,HC,,Firelizard's Talons,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Flamebellow,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Fleshrender,5,5,5,5,5,5,5,6,6,6,6
Unique,HC,,Fleshripper,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Frostburn,22,21,21,22,21,21,23,22,23,23,23
Unique,HC,,Frostwind,0,0,1,1,1,1,1,1,1,1,1
Unique,HC,,Gargoyle's Bite,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Gerke's Sanctuary,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Ghostflame,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Ghoulhide,4,4,4,4,4,4,4,4,4,4,4
Unique,HC,,Giant Skull,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Gimmershred,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Ginther's Rift,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Gleamscythe,0,0,0,1,1,1,1,1,1,1,2
Unique,HC,,Gloom's Trap,3,6,6,6,6,6,6,6,6,6,5
Unique,HC,,Goblin Toe,3,4,5,4,4,4,4,4,5,5,4
Unique,HC,,Goldskin,3,3,3,3,3,3,4,4,4,4,4
Unique,HC,,Goldstrike Arch,3,2,2,3,2,2,2,1,1,1,1
Unique,HC,,Goldwrap,24,23,26,31,31,32,33,35,34,34,34
Unique,HC,,Gore Rider,37,44,47,46,47,47,48,48,47,47,47
Unique,HC,,Gorefoot,9,8,9,9,9,10,10,12,11,11,10
Unique,HC,,Goreshovel,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Gravenspine,3,2,1,2,2,1,2,2,2,2,2
Unique,HC,,Gravepalm,0,0,0,0,,0,0,1,0,0,0
Unique,HC,,Greyform,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Griffon's Eye,7,10,11,12,12,12,12,12,12,12,12
Unique,HC,,Grim's Burning Dead,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Griswold's Edge,0,1,1,1,2,2,2,2,2,2,2
Unique,HC,,Guardian Angel,5,6,6,6,6,6,7,6,7,7,6
Unique,HC,,Guardian Naga,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Gull,8,7,9,8,9,9,9,9,9,9,9
Unique,HC,,Gut Siphon,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Halaberd's Reign,0,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Hand of Blessed Light,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Harlequin Crest,84,85,91,92,94,95,94,94,97,97,96
Unique,HC,,Hawkmail,2,2,2,2,2,2,2,2,3,3,3
Unique,HC,,Head Hunter's Glory,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Headstriker,5,6,7,7,7,7,7,6,6,6,5
Unique,HC,,Heart Carver,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Heavenly Garb,3,4,4,3,3,3,3,3,3,3,3
Unique,HC,,Heaven's Light,3,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Hellcast,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Hellclap,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Hellmouth,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,Hellplague,2,2,2,1,1,1,1,1,2,2,1
Unique,HC,,Hellrack,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Hellslayer,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Herald Of Zakarum,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Hexfire,1,2,1,1,0(+1),0(+1),0(+1),0(+1),1(+1),1(+1),1(+1)
Unique,HC,,Highlord's Wrath,20,24,25,25,26,26,26,25,25,25,26
Unique,HC,,Homunculus,23,24,24,23,23,23,23,23,24,24,24
Unique,HC,,Hone Sundan,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Horizon's Tornado,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Hotspur,1,2,1,2,1,1,1,1,1,1,1
Unique,HC,,Howltusk,0,0,0,1,1,0,0,0,0,0,0
Unique,HC,,Humongous,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Husoldal Evo,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Iceblink,0,0,1,1,1,1,2,1,1,1,1
Unique,HC,,Ichorsting,0,0,1,0,,0,0,0,0,0,0
Unique,HC,,Infernostride,14,14,15,18,18,20,19,19,21,21,21
Unique,HC,,Iron Pelt,1,1,1,1,1,1,1,2,1,1,1
Unique,HC,,Ironstone,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Islestrike,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Jade Talon,2,4,6,3,3,3,2,2,2,2,2
Unique,HC,,Jalal's Mane,20,18,19,20,20,20,20,21,23,23,22
Unique,HC,,Kelpie Snare,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Kinemil's Awl,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Kira's Guardian,2,3,3,3,3,3,3,3,3,3,4
Unique,HC,,Knell Striker,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Kuko Shakaku,1,1,1,4,3,3,3,4,5,5,5
Unique,HC,,Lacerator,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Lance Guard,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,Lance of Yaggai,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Langer Briser,0,0,0,0,1,0,0,0,0,0,0
Unique,HC,,Lava Gout,3,3,3,5,5,5,5,5,5,5,5
Unique,HC,,Leadcrow,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Lenymo,2,2,2,2,3,3,3,4,3,3,4
Unique,HC,,Leviathan,0,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Lidless Wall,23,25,26,26,26,26,27,29,29,29,28
Unique,HC,,Lightsabre,7,7,7,7,7,7,8,8,9,9,8
Unique,HC,,Lycander's Aim,2,2,2,2,3,3,3,3,3,3,3
Unique,HC,,Lycander's Flank,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Maelstrom,3,2,2,1,1,1,1,1,1,1,1
Unique,HC,,Magefist,81,87,91,95,95,94,92,94,96,96,97
Unique,HC,,Magewrath,0,0,0,0,,0,0,1,0,0,0
Unique,HC,,Manald Heal,57,52,53,57,57,58,58,62,64,64,63
Unique,HC,,Mang Song's Lesson,5,6,6,6,6,6,6,6,6,6,6
Unique,HC,,Mara's Kaleidoscope,37,40,47,47,48,49,48,50,52,52,52
Unique,HC,,Marrowwalk,5,6,6,5,5,5,5,5,5,5,5
Unique,HC,,Medusa's Gaze,21,25,28,28,27,27,27,26,28,28,28
Unique,HC,,Messerschmidt's Reaver,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Metalgrid,4,4,4,4,4,4,4,4,4,4,4
Unique,HC,,Moonfall,0,1,1,1,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Unique,HC,,Moser's Blessed Circle,17,20,19,21,22,23,23,21,22,22,23
Unique,HC,,Nagelring,53,53,59,62,64,65,67,67,65,65,67
Unique,HC,,Nature's Peace,10,9,12,12,13,13,13,13,13,13,13
Unique,HC,,Nightsmoke,13,15,17,18,19,20,20,20,20,20,20
Unique,HC,,Nightwing's Veil,4,3,2,2,2,2,2,2,2,2,3
Unique,HC,,Nokozan Relic,8,7,10,8,8,8,9,14,13,13,12
Unique,HC,,Nord's Tenderizer,1,2,1,1,1,1,1,1,1,1,1
Unique,HC,,Nosferatu's Coil,5,4,5,4,4,4,4,4,4,4,4
Unique,HC,,Ondal's Wisdom,3,3,3,3,3,3,3,3,3,3,3
Unique,HC,,Ormus' Robes,1,1,1,2,2,2,2,1,1,1,1
Unique,HC,,Peasant Crown,20,20,22,23,23,24,26,26,26,26,25
Unique,HC,,Pelta Lunata,2,2,4,5,5,5,6,7,7,7,7
Unique,HC,,Pierre Tombale Couant,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Plague Bearer,2,3,3,2,2,2,2,3,3,3,3
Unique,HC,,Pluckeye,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Pompeii's Wrath,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Pus Spitter,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Que-Hegan's Wisdom,5,5,4,5,6,5,5,4,4,4,5
Unique,HC,,Radament's Sphere,11,13,12,13,14,14,14,14,13,13,13
Unique,HC,,Rakescar,0,0,0,1,0(+1),0(+1),0(+1),0(+1),0(+1),0(+1),0(+1)
Unique,HC,,Rattlecage,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Raven Claw,1,2,2,1,1,1,1,1,1,1,1
Unique,HC,,Raven Frost,90,109,108,108,109,108,111,112,113,113,114
Unique,HC,,Ravenlore,0,0,0,1,1,1,1,1,0,0,0
Unique,HC,,Razor's Edge,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Razorswitch,2,1,0,0,,0,0,1,1,0,0
Unique,HC,,Razortail,12,14,15,15,17,17,16,16,16,16,16
Unique,HC,,Razortine,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Ribcracker,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Riphook,1,1,1,1,1,1,1,2,2,2,2
Unique,HC,,Ripsaw,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Rixot's Keen,6,6,6,7,6(+1),6(+1),7(+1),7(+1),7(+1),7(+1),7(+1)
Unique,HC,,Rockfleece,2,2,3,2,2,2,2,2,2,2,2
Unique,HC,,Rockstopper,13,14,13,13,12,13,13,13,13,13,12
Unique,HC,,Rogue's Bow,1,1,2,1,1,1,1,1,1,1,1
Unique,HC,,Rune Master,0,0,0,1,,0,0,0,0,0,0
